시간,종목코드,매수/매도,가격,수량,사유,수익률
2025-09-01 13:08:36,064260,매수,8720,38,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:09:33,054540,매도,9360,35,RSI과매수,0.00%
2025-09-01 13:09:36,097230,매수,21650,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:10:30,005930,매도,67900,4,RSI과매수,-0.07%
2025-09-01 13:10:30,484590,매수,18100,18,"RSI:57.1, MA돌파, 거래량급증",0.00%
2025-09-01 13:10:31,484590,매도,18120,18,RSI과매수,0.11%
2025-09-01 13:10:31,064260,매도,8760,38,RSI과매수,0.46%
2025-09-01 13:10:35,005930,매수,67950,4,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 13:10:36,064260,매수,8760,38,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:10:46,005930,매도,67900,4,RSI과매수,-0.07%
2025-09-01 13:10:46,484590,매수,18080,18,"RSI:58.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:10:47,064260,매도,8770,38,RSI과매수,0.11%
2025-09-01 13:10:47,064260,매수,8770,38,"RSI:75.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:10:48,064260,매도,8770,38,RSI과매수,0.00%
2025-09-01 13:10:48,054540,매수,9330,35,"RSI:16.7, MA돌파, 거래량급증",0.00%
2025-09-01 13:10:58,054540,매도,9330,35,RSI과매수,0.00%
2025-09-01 13:11:01,064260,매수,8780,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:11:05,064260,매도,8780,37,RSI과매수,0.00%
2025-09-01 13:11:10,064260,매수,8780,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:11:27,064260,매도,8780,37,RSI과매수,0.00%
2025-09-01 13:11:29,317830,매수,9770,34,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:54:53,005930,매수,67700,4,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:54:55,317830,매수,9950,33,"RSI:55.6, MA돌파, 거래량급증",0.00%
2025-09-01 13:54:57,097230,매수,21150,15,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:54:58,097230,매도,21150,15,RSI과매수,0.00%
2025-09-01 13:54:59,064260,매수,8580,38,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:55:32,317830,매도,10010,33,RSI과매수,0.60%
2025-09-01 13:55:40,317830,매수,10000,33,"RSI:42.9, MA돌파, 거래량급증",0.00%
2025-09-01 13:56:03,317830,매도,9990,33,RSI과매수,-0.10%
2025-09-01 13:56:10,054540,매수,9110,36,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:56:36,064260,매도,8570,38,RSI과매수,-0.12%
2025-09-01 13:56:44,064260,매수,8570,38,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:57:58,064260,매도,8570,38,RSI과매수,0.00%
2025-09-01 13:57:58,064260,매수,8580,38,"RSI:75.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:58:09,064260,매도,8600,38,RSI과매수,0.23%
2025-09-01 13:58:11,317830,매수,9950,33,"RSI:57.1, MA돌파, 거래량급증",0.00%
2025-09-01 13:58:36,054540,매도,9110,36,RSI과매수,0.00%
2025-09-01 13:58:37,484590,매수,17680,18,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:58:41,005930,매도,67700,4,RSI과매수,0.00%
2025-09-01 13:58:46,064260,매수,8610,38,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:58:52,317830,매도,10020,33,RSI과매수,0.70%
2025-09-01 13:58:53,005930,매수,67700,4,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:59:07,484590,매도,17680,18,RSI과매수,0.00%
2025-09-01 13:59:07,317830,매수,10050,33,"RSI:57.1, MA돌파, 거래량급증",0.00%
2025-09-01 13:59:14,064260,매도,8590,38,RSI과매수,-0.23%
2025-09-01 13:59:25,054540,매수,9120,36,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:59:25,054540,매도,9120,36,RSI과매수,0.00%
2025-09-01 13:59:26,097230,매수,21150,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:59:51,317830,매도,10080,33,RSI과매수,0.30%
2025-09-01 13:59:54,317830,매수,10070,33,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 14:00:01,097230,매도,20950,15,RSI과매수,-0.95%
2025-09-01 14:00:04,054540,매수,9100,36,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 14:01:33,317830,매도,10090,33,RSI과매수,0.20%
2025-09-01 14:01:33,064260,매수,8640,38,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 14:01:52,054540,매도,9060,36,RSI과매수,-0.44%
2025-09-01 14:01:57,317830,매수,10130,32,"RSI:40.0, MA돌파, 거래량급증",0.00%
2025-09-01 14:02:38,317830,매도,10120,32,RSI과매수,-0.10%
2025-09-01 14:02:39,097230,매수,21000,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 14:03:29,097230,매도,21000,15,RSI과매수,0.00%
2025-09-01 14:03:30,317830,매수,10080,33,"RSI:45.5, MA돌파, 거래량급증",0.00%
2025-09-01 14:03:43,317830,매도,10110,33,RSI과매수,0.30%
2025-09-01 14:03:43,484590,매수,17620,18,"RSI:75.0, MA돌파, 거래량급증",0.00%
2025-09-01 14:03:44,484590,매도,17630,18,RSI과매수,0.06%
2025-09-01 14:03:44,097230,매수,21050,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 14:05:38,097230,매도,21000,15,RSI과매수,-0.24%
2025-09-01 14:05:49,054540,매수,9030,36,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 15:12:48,005930,매수,67600,4,테스트매수-거래량급증(RSI:N/A),0.00%
2025-09-01 15:12:50,097230,매수,21250,15,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 15:12:53,484590,매수,18860,17,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 15:17:41,005930,매수,67600,4,테스트매수-거래량급증(RSI:N/A),0.00%
2025-09-01 15:17:44,317830,매수,9390,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 15:17:45,097230,매수,21200,15,"RSI:33.3, MA돌파, 거래량급증",0.00%
