시간,종목코드,매수/매도,가격,수량,사유,수익률
2025-09-01 11:59:50,097230,매수,21400,15,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:00:01,201490,매도,5880,56,RSI과매수,0.00%
2025-09-01 12:00:04,441270,매도,12300,27,RSI과매수,0.08%
2025-09-01 12:00:05,484590,매수,18070,18,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:00:11,064260,매수,8900,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:00:23,097230,매도,21350,15,RSI과매수,-0.23%
2025-09-01 12:00:23,441270,매수,12300,27,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:00:34,064260,매도,8910,37,RSI과매수,0.11%
2025-09-01 12:00:35,064260,매수,8910,37,"RSI:62.5, MA돌파, 거래량급증",0.00%
2025-09-01 12:00:55,064260,매도,8910,37,RSI과매수,0.00%
2025-09-01 12:01:02,441270,매도,12300,27,RSI과매수,0.00%
2025-09-01 12:01:03,064260,매수,8920,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:01:07,441270,매수,12310,27,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:01:10,441270,매도,12310,27,RSI과매수,0.00%
2025-09-01 12:01:18,064260,매도,8920,37,RSI과매수,0.00%
2025-09-01 12:01:22,097230,매수,21350,15,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:01:23,064260,매수,8900,37,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:01:24,484590,매도,18010,18,RSI과매수,-0.33%
2025-09-01 12:01:30,054540,매수,9550,34,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:01:45,097230,매도,21450,15,RSI과매수,0.47%
2025-09-01 12:01:47,097230,매수,21500,15,"RSI:62.5, MA돌파, 거래량급증",0.00%
2025-09-01 12:02:29,064260,매도,8890,37,RSI과매수,-0.11%
2025-09-01 12:02:38,097230,매도,21500,15,RSI과매수,0.00%
2025-09-01 12:02:39,201490,매수,5890,56,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:02:39,064260,매수,8870,37,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:03:17,054540,매도,9500,34,RSI과매수,-0.52%
2025-09-01 12:03:21,097230,매수,21500,15,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:03:44,201490,매도,5890,56,RSI과매수,0.00%
2025-09-01 12:03:49,441270,매수,12280,27,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:04:02,064260,매도,8880,37,RSI과매수,0.11%
2025-09-01 12:04:12,054540,매수,9470,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:04:25,097230,매도,21500,15,RSI과매수,0.00%
2025-09-01 12:04:29,064260,매수,8880,37,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:04:37,064260,매도,8900,37,RSI과매수,0.23%
2025-09-01 12:04:43,064260,매수,8890,37,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:05:20,064260,매도,8900,37,RSI과매수,0.11%
2025-09-01 12:05:22,484590,매수,18170,18,"RSI:37.5, MA돌파, 거래량급증",0.00%
2025-09-01 12:06:29,441270,매도,12220,27,RSI과매수,-0.49%
2025-09-01 12:06:40,064260,매수,8910,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:07:20,054540,매도,9410,35,RSI과매수,-0.63%
2025-09-01 12:07:26,441270,매수,12240,27,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:07:36,064260,매도,8900,37,RSI과매수,-0.11%
2025-09-01 12:07:37,484590,매도,18100,18,RSI과매수,-0.39%
2025-09-01 12:07:38,064260,매수,8900,37,"RSI:75.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:07:39,201490,매수,5890,56,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:08:54,441270,매도,12170,27,RSI과매수,-0.57%
2025-09-01 12:09:01,064260,매도,8880,37,RSI과매수,-0.22%
2025-09-01 12:09:03,054540,매수,9380,35,"RSI:57.1, MA돌파, 거래량급증",0.00%
2025-09-01 12:09:06,064260,매수,8870,37,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:10:09,064260,매도,8820,37,RSI과매수,-0.56%
2025-09-01 12:10:09,441270,매수,12180,27,"RSI:25.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:10:33,441270,매도,12210,27,RSI과매수,0.25%
2025-09-01 12:10:34,064260,매수,8840,37,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:11:17,064260,매도,8850,37,RSI과매수,0.11%
2025-09-01 12:11:17,441270,매수,12190,27,"RSI:40.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:11:43,441270,매도,12210,27,RSI과매수,0.16%
2025-09-01 12:11:44,097230,매수,21400,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:11:59,097230,매도,21350,15,RSI과매수,-0.23%
2025-09-01 12:12:00,064260,매수,8860,37,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:12:24,064260,매도,8870,37,RSI과매수,0.11%
2025-09-01 12:12:24,484590,매수,18210,18,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:12:27,054540,매도,9410,35,RSI과매수,0.32%
2025-09-01 12:12:28,484590,매도,18220,18,RSI과매수,0.05%
2025-09-01 12:12:34,484590,매수,18220,18,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:12:35,064260,매수,8880,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:12:41,064260,매도,8880,37,RSI과매수,0.00%
2025-09-01 12:12:46,064260,매수,8880,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:12:51,064260,매도,8880,37,RSI과매수,0.00%
2025-09-01 12:12:52,441270,매수,12210,27,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:13:11,484590,매도,18220,18,RSI과매수,0.00%
2025-09-01 12:13:13,064260,매수,8880,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:13:19,441270,매도,12220,27,RSI과매수,0.08%
2025-09-01 12:13:27,097230,매수,21450,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:13:48,064260,매도,8860,37,RSI과매수,-0.23%
2025-09-01 12:13:54,064260,매수,8860,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:14:26,064260,매도,8860,37,RSI과매수,0.00%
2025-09-01 12:14:32,054540,매수,9430,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:15:14,054540,매도,9430,35,RSI과매수,0.00%
2025-09-01 12:15:14,484590,매수,18150,18,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:15:29,097230,매도,21400,15,RSI과매수,-0.23%
2025-09-01 12:15:37,484590,매도,18160,18,RSI과매수,0.06%
2025-09-01 12:15:37,064260,매수,8860,37,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:15:38,317830,매수,9570,34,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:16:23,317830,매도,9550,34,RSI과매수,-0.21%
2025-09-01 12:16:23,317830,매수,9560,34,"RSI:87.5, MA돌파, 거래량급증",0.00%
2025-09-01 12:16:24,317830,매도,9560,34,RSI과매수,0.00%
2025-09-01 12:16:26,097230,매수,21400,15,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:16:31,097230,매도,21500,15,RSI과매수,0.47%
2025-09-01 12:16:32,317830,매수,9510,35,"RSI:28.6, MA돌파, 거래량급증",0.00%
2025-09-01 12:16:51,317830,매도,9490,35,RSI과매수,-0.21%
2025-09-01 12:16:51,484590,매수,18180,18,"RSI:40.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:17:27,484590,매도,18230,18,RSI과매수,0.28%
2025-09-01 12:17:28,484590,매수,18230,18,"RSI:80.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:17:28,484590,매도,18270,18,RSI과매수,0.22%
2025-09-01 12:17:28,484590,매수,18280,18,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:17:29,484590,매도,18300,18,RSI과매수,0.11%
2025-09-01 12:17:30,097230,매수,21400,15,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:17:53,064260,매도,8860,37,RSI과매수,0.00%
2025-09-01 12:17:54,484590,매수,18210,18,"RSI:30.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:18:08,484590,매도,18210,18,RSI과매수,0.00%
2025-09-01 12:18:09,484590,매수,18220,18,"RSI:75.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:18:09,484590,매도,18220,18,RSI과매수,0.00%
2025-09-01 12:18:11,317830,매수,9490,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:18:37,097230,매도,21450,15,RSI과매수,0.23%
2025-09-01 12:18:37,484590,매수,18180,18,"RSI:28.6, MA돌파, 거래량급증",0.00%
2025-09-01 12:19:00,317830,매도,9520,35,RSI과매수,0.32%
2025-09-01 12:19:04,484590,매도,18150,18,RSI과매수,-0.17%
2025-09-01 12:19:06,064260,매수,8890,37,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:19:07,064260,매도,8890,37,RSI과매수,0.00%
2025-09-01 12:19:09,317830,매수,9500,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:19:10,054540,매수,9330,35,"RSI:57.1, MA돌파, 거래량급증",0.00%
2025-09-01 12:19:18,317830,매도,9510,35,RSI과매수,0.11%
2025-09-01 12:19:19,317830,매수,9500,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:19:23,317830,매도,9530,35,RSI과매수,0.32%
2025-09-01 12:19:24,317830,매수,9530,34,"RSI:75.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:19:24,317830,매도,9530,34,RSI과매수,0.00%
2025-09-01 12:19:27,317830,매수,9510,35,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:19:35,054540,매도,9340,35,RSI과매수,0.11%
2025-09-01 12:19:41,054540,매수,9340,35,"RSI:58.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:20:05,317830,매도,9570,35,RSI과매수,0.63%
2025-09-01 12:20:05,064260,매수,8880,37,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:20:36,064260,매도,8880,37,RSI과매수,0.00%
2025-09-01 12:20:39,097230,매수,21350,15,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:20:42,054540,매도,9350,35,RSI과매수,0.11%
2025-09-01 12:20:46,317830,매수,9560,34,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:21:08,317830,매도,9580,34,RSI과매수,0.21%
2025-09-01 12:21:09,064260,매수,8890,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:21:17,064260,매도,8890,37,RSI과매수,0.00%
2025-09-01 12:21:20,097230,매도,21400,15,RSI과매수,0.23%
2025-09-01 12:21:20,317830,매수,9560,34,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:21:22,064260,매수,8890,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:22:23,064260,매도,8890,37,RSI과매수,0.00%
2025-09-01 12:22:28,064260,매수,8900,37,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:22:28,064260,매도,8900,37,RSI과매수,0.00%
2025-09-01 12:22:28,484590,매수,18160,18,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:22:30,317830,매도,9510,34,RSI과매수,-0.52%
2025-09-01 12:22:40,097230,매수,21350,15,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:23:28,484590,매도,18120,18,RSI과매수,-0.22%
2025-09-01 12:23:28,064260,매수,8890,37,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:23:47,097230,매도,21375,15,RSI과매수,0.12%
2025-09-01 12:23:48,317830,매수,9450,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:23:59,064260,매도,8890,37,RSI과매수,0.00%
2025-09-01 12:24:01,054540,매수,9330,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:24:40,317830,매도,9450,35,RSI과매수,0.00%
2025-09-01 12:24:43,064260,매수,8910,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:25:06,054540,매도,9340,35,RSI과매수,0.11%
2025-09-01 12:25:08,484590,매수,18080,18,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:26:17,484590,매도,18100,18,RSI과매수,0.11%
2025-09-01 12:26:26,097230,매수,21350,15,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:28:56,097230,매도,21350,15,RSI과매수,0.00%
2025-09-01 12:29:01,317830,매수,9380,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:29:27,317830,매도,9390,35,RSI과매수,0.11%
2025-09-01 12:29:27,317830,매수,9380,35,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:29:28,317830,매도,9400,35,RSI과매수,0.21%
2025-09-01 12:29:32,097230,매수,21400,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:30:09,097230,매도,21400,15,RSI과매수,0.00%
2025-09-01 12:30:12,317830,매수,9410,35,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:30:18,064260,매도,8840,37,RSI과매수,-0.79%
2025-09-01 12:30:18,484590,매수,18150,18,"RSI:25.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:30:19,317830,매도,9420,35,RSI과매수,0.11%
2025-09-01 12:30:24,317830,매수,9420,35,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:30:33,317830,매도,9420,35,RSI과매수,0.00%
2025-09-01 12:30:46,317830,매수,9410,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:31:11,317830,매도,9410,35,RSI과매수,0.00%
2025-09-01 12:31:13,005930,매수,67950,4,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:32:23,484590,매도,18120,18,RSI과매수,-0.17%
2025-09-01 12:32:27,064260,매수,8820,37,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:32:40,064260,매도,8820,37,RSI과매수,0.00%
2025-09-01 12:32:40,484590,매수,18110,18,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:33:51,484590,매도,18020,18,RSI과매수,-0.50%
2025-09-01 12:33:54,484590,매수,18030,18,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:33:54,484590,매도,18030,18,RSI과매수,0.00%
2025-09-01 12:33:58,064260,매수,8840,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:34:13,064260,매도,8830,37,RSI과매수,-0.11%
2025-09-01 12:34:15,064260,매수,8830,37,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:35:12,005930,매도,68000,4,RSI과매수,0.07%
2025-09-01 12:35:14,317830,매수,9320,35,"RSI:20.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:35:23,317830,매도,9380,35,RSI과매수,0.64%
2025-09-01 12:35:30,317830,매수,9370,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:35:34,317830,매도,9400,35,RSI과매수,0.32%
2025-09-01 12:35:34,005930,매수,67900,4,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:35:37,005930,매도,68000,4,RSI과매수,0.15%
2025-09-01 12:35:39,317830,매수,9390,35,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:35:40,317830,매도,9400,35,RSI과매수,0.11%
2025-09-01 12:35:43,005930,매수,67900,4,"RSI:25.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:36:33,005930,매도,68000,4,RSI과매수,0.15%
2025-09-01 12:36:35,317830,매수,9490,35,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:36:37,317830,매도,9500,35,RSI과매수,0.11%
2025-09-01 12:36:38,317830,매수,9500,35,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:36:50,064260,매도,8830,37,RSI과매수,0.00%
2025-09-01 12:36:54,064260,매수,8830,37,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:37:06,064260,매도,8840,37,RSI과매수,0.11%
2025-09-01 12:37:06,484590,매수,18100,18,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:37:41,317830,매도,9450,35,RSI과매수,-0.53%
2025-09-01 12:37:42,317830,매수,9460,35,"RSI:80.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:37:43,317830,매도,9470,35,RSI과매수,0.11%
2025-09-01 12:37:50,005930,매수,68000,4,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:37:56,484590,매도,18090,18,RSI과매수,-0.06%
2025-09-01 12:37:58,317830,매수,9470,35,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:38:25,317830,매도,9500,35,RSI과매수,0.32%
2025-09-01 12:38:26,097230,매수,21350,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:38:43,005930,매도,68000,4,RSI과매수,0.00%
2025-09-01 12:38:46,317830,매수,9530,34,"RSI:54.5, MA돌파, 거래량급증",0.00%
2025-09-01 12:39:19,317830,매도,9530,34,RSI과매수,0.00%
2025-09-01 12:39:23,317830,매수,9550,34,"RSI:57.1, MA돌파, 거래량급증",0.00%
2025-09-01 12:39:26,317830,매도,9550,34,RSI과매수,0.00%
2025-09-01 12:39:27,317830,매수,9550,34,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:39:32,317830,매도,9580,34,RSI과매수,0.31%
2025-09-01 12:39:35,484590,매수,18050,18,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:41:23,484590,매도,18020,18,RSI과매수,-0.17%
2025-09-01 12:41:24,317830,매수,9620,34,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:41:32,097230,매도,21300,15,RSI과매수,-0.23%
2025-09-01 12:41:34,005930,매수,67950,4,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:42:27,005930,매도,68000,4,RSI과매수,0.07%
2025-09-01 12:42:28,007820,매수,4975,67,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:42:37,007820,매도,4980,67,RSI과매수,0.10%
2025-09-01 12:42:38,005930,매수,67900,4,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:43:18,317830,매도,9580,34,RSI과매수,-0.42%
2025-09-01 12:43:19,007820,매수,4980,66,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:44:13,007820,매도,4990,66,RSI과매수,0.20%
2025-09-01 12:44:16,064260,매수,8800,37,"RSI:40.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:44:24,064260,매도,8790,37,RSI과매수,-0.11%
2025-09-01 12:44:24,097230,매수,21250,15,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:45:29,005930,매도,67950,4,RSI과매수,0.07%
2025-09-01 12:45:30,005930,매수,67950,4,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:45:47,097230,매도,21350,15,RSI과매수,0.47%
2025-09-01 12:45:47,484590,매수,17910,18,"RSI:40.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:45:57,484590,매도,17910,18,RSI과매수,0.00%
2025-09-01 12:45:59,484590,매수,17910,18,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:46:00,005930,매도,67900,4,RSI과매수,-0.07%
2025-09-01 12:46:01,484590,매도,17920,18,RSI과매수,0.06%
2025-09-01 12:46:01,317830,매수,9710,34,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:46:02,007820,매수,4980,66,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:46:08,317830,매도,9720,34,RSI과매수,0.10%
2025-09-01 12:46:08,484590,매수,17920,18,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:46:09,484590,매도,17930,18,RSI과매수,0.06%
2025-09-01 12:46:11,484590,매수,17930,18,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:46:11,484590,매도,17930,18,RSI과매수,0.00%
2025-09-01 12:46:14,097230,매수,21350,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:47:40,007820,매도,4945,66,RSI과매수,-0.70%
2025-09-01 12:47:42,007820,매수,4950,67,"RSI:83.3, MA돌파, 거래량급증",0.00%
2025-09-01 12:48:49,097230,매도,21300,15,RSI과매수,-0.23%
2025-09-01 12:48:49,317830,매수,9790,34,"RSI:25.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:48:57,317830,매도,9800,34,RSI과매수,0.10%
2025-09-01 12:49:00,484590,매수,17910,18,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:49:33,484590,매도,17890,18,RSI과매수,-0.11%
2025-09-01 12:49:33,317830,매수,9760,34,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:49:46,007820,매도,4945,67,RSI과매수,-0.10%
2025-09-01 12:49:47,097230,매수,21300,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:49:51,317830,매도,9770,34,RSI과매수,0.10%
2025-09-01 12:49:55,317830,매수,9780,34,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:49:56,317830,매도,9800,34,RSI과매수,0.20%
2025-09-01 12:49:57,317830,매수,9800,34,"RSI:71.4, MA돌파, 거래량급증",0.00%
2025-09-01 12:49:57,317830,매도,9800,34,RSI과매수,0.00%
2025-09-01 12:49:57,007820,매수,4950,67,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:57:10,097230,매도,21275,15,RSI과매수,-0.12%
2025-09-01 12:57:13,484590,매수,17850,18,"RSI:25.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:57:51,484590,매도,17870,18,RSI과매수,0.11%
2025-09-01 12:57:53,317830,매수,9940,33,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:58:16,317830,매도,9960,33,RSI과매수,0.20%
2025-09-01 12:58:20,005930,매수,68000,4,"RSI:60.0, MA돌파, 거래량급증",0.00%
2025-09-01 12:58:52,005930,매도,68000,4,RSI과매수,0.00%
2025-09-01 12:58:53,005930,매수,68100,4,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 12:59:34,005930,매도,68200,4,RSI과매수,0.15%
2025-09-01 12:59:35,005930,매수,68200,4,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 13:00:50,064260,매수,8730,38,테스트매수-거래량급증(RSI:N/A),0.00%
2025-09-01 13:00:52,005930,매수,68050,4,"RSI:57.1, MA돌파, 거래량급증",0.00%
2025-09-01 13:00:53,317830,매수,9980,33,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:00:56,064260,매도,8720,38,RSI과매수,-0.11%
2025-09-01 13:01:01,064260,매수,8710,38,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:01:04,317830,매도,10025,33,RSI과매수,0.45%
2025-09-01 13:01:06,064260,매도,8710,38,RSI과매수,0.00%
2025-09-01 13:01:07,317830,매수,10040,33,"RSI:75.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:01:07,317830,매도,10040,33,RSI과매수,0.00%
2025-09-01 13:01:09,317830,매수,10010,33,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:01:09,064260,매수,8710,38,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:01:10,005930,매도,68000,4,RSI과매수,-0.07%
2025-09-01 13:01:12,005930,매수,68050,4,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 13:01:25,064260,매도,8720,38,RSI과매수,0.11%
2025-09-01 13:01:29,054540,매수,9360,35,"RSI:55.6, MA돌파, 거래량급증",0.00%
2025-09-01 13:01:41,317830,매도,9950,33,RSI과매수,-0.60%
2025-09-01 13:01:42,064260,매수,8730,38,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:02:00,064260,매도,8730,38,RSI과매수,0.00%
2025-09-01 13:02:01,097230,매수,21450,15,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:02:03,097230,매도,21450,15,RSI과매수,0.00%
2025-09-01 13:02:07,484590,매수,17970,18,"RSI:57.1, MA돌파, 거래량급증",0.00%
2025-09-01 13:03:41,484590,매도,17980,18,RSI과매수,0.06%
2025-09-01 13:03:43,484590,매수,17990,18,"RSI:80.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:03:45,484590,매도,17990,18,RSI과매수,0.00%
2025-09-01 13:03:45,097230,매수,21500,15,"RSI:58.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:04:27,097230,매도,21500,15,RSI과매수,0.00%
2025-09-01 13:04:32,064260,매수,8730,38,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:05:08,064260,매도,8700,38,RSI과매수,-0.34%
2025-09-01 13:05:09,317830,매수,9930,33,"RSI:62.5, MA돌파, 거래량급증",0.00%
2025-09-01 13:05:22,005930,매도,67900,4,RSI과매수,-0.22%
2025-09-01 13:05:26,005930,매수,67950,4,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:05:48,317830,매도,9890,33,RSI과매수,-0.40%
2025-09-01 13:05:50,097230,매수,21450,15,"RSI:66.7, MA돌파, 거래량급증",0.00%
2025-09-01 13:05:51,097230,매도,21500,15,RSI과매수,0.23%
2025-09-01 13:05:51,097230,매수,21550,15,"RSI:100.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:05:52,097230,매도,21600,15,RSI과매수,0.23%
2025-09-01 13:05:54,005930,매도,68000,4,RSI과매수,0.07%
2025-09-01 13:06:01,317830,매수,9890,33,"RSI:33.3, MA돌파, 거래량급증",0.00%
2025-09-01 13:06:02,064260,매수,8715,38,"RSI:30.8, MA돌파, 거래량급증",0.00%
2025-09-01 13:06:20,317830,매도,9900,33,RSI과매수,0.10%
2025-09-01 13:06:23,097230,매수,21600,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:06:33,064260,매도,8720,38,RSI과매수,0.06%
2025-09-01 13:06:33,005930,매수,67950,4,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:07:08,097230,매도,21650,15,RSI과매수,0.23%
2025-09-01 13:07:13,317830,매수,9940,33,"RSI:57.1, MA돌파, 거래량급증",0.00%
2025-09-01 13:07:21,317830,매도,9950,33,RSI과매수,0.10%
2025-09-01 13:07:21,064260,매수,8720,38,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:07:53,005930,매도,67900,4,RSI과매수,-0.07%
2025-09-01 13:07:54,097230,매수,21750,15,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:08:17,064260,매도,8730,38,RSI과매수,0.11%
2025-09-01 13:08:17,005930,매수,67950,4,"RSI:50.0, MA돌파, 거래량급증",0.00%
2025-09-01 13:08:32,005930,매도,67900,4,RSI과매수,-0.07%
2025-09-01 13:08:34,097230,매도,21750,15,RSI과매수,0.00%
2025-09-01 13:08:36,005930,매수,67950,4,"RSI:100.0, MA돌파, 거래량급증",0.00%
